Título,Link,Tipo,Data da Publicação,PDF Links
Dívida Externa e Déficit Público,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=9630,Publicações - Livros (todos os anos)/1992,15/06/1992,['https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']
TD 0258 - Perdas e Serviços Ambientais do Recurso Água para Uso Doméstico,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3283,Publicações - TDs (todos os anos)/1992,15/05/1992,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0258.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0257 - Indicadores de Competitividade das Exportações: Resultados Setoriais para o Período 1980/1988,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3282,Publicações - TDs (todos os anos)/1992,15/05/1992,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0257.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0256 - Technological Progress and Diffusion: Decomposing Total Factor Productivity Growth in Brazilian Manufacturing,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3281,Publicações - TDs (todos os anos)/1992,15/05/1992,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0256.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0255 - Setor Público Federal no Brasil: Despesas com Pessoal e alguns Comentários sobre a Isonomia Salarial,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3280,Publicações - TDs (todos os anos)/1992,15/05/1992,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0255.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0259 - Inflação e Hiato de Produto: experiências e sugestões,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3285,Publicações - TDs (todos os anos)/1992,15/05/1992,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0259.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0260 - Capital Estrangeiro no Brasil: Expectativas Quanto à Reversão de Comportamento,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3286,Publicações - TDs (todos os anos)/1992,15/05/1992,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0260.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0261 - As Empresas Estatais e o Programa de Privatização do Governo Collor,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3287,Publicações - TDs (todos os anos)/1992,15/05/1992,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0261.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0254 - A Equação da Restrição Orçamentária do Governo: Uma Resenha dos Usos e Interpretações,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3279,Publicações - TDs (todos os anos)/1992,15/04/1992,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0254.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0253 - Os Programas de Alimentação e Nutrição para Mães e Crianças no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3278,Publicações - TDs (todos os anos)/1992,15/04/1992,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0253.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0252 - Considerações sobre o Sucateamento da Rede Pública e Privada de Saúde,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3277,Publicações - TDs (todos os anos)/1992,15/04/1992,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0252.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0251 - Proposta de um Referencial Básico para a Discussão da Seguridade Social,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3276,Publicações - TDs (todos os anos)/1992,15/04/1992,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0251.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0250 - Previsão de Séries Econômicas com Modelos Bayesianos Uni-Variados,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3275,Publicações - TDs (todos os anos)/1992,15/04/1992,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0250.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0249 - Análise da Estrutura Funcional do Gasto Público no Brasil 1985/1990,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3274,Publicações - TDs (todos os anos)/1992,15/04/1992,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0249.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0248 - Loss in Forest Resource Values Due to Agricultural Land Conversion in Brazil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3273,Publicações - TDs (todos os anos)/1992,15/03/1992,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0248.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"TD 0247 - Liberalização Comercial, Distribuição e Emprego",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3271,Publicações - TDs (todos os anos)/1992,15/03/1992,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0247.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0245 - Uma Avaliação dos Investimentos na Infra-Estrutura Rodoviária no Período 1980/1989,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3269,Publicações - TDs (todos os anos)/1992,15/03/1992,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0245.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0246 - Exportação: Índices Setoriais para o Período 1980/1988,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3270,Publicações - TDs (todos os anos)/1992,15/03/1992,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0246.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0269 - Evolução do Mercosul no Período de Transição: Hipóteses Alternativas e Cenários,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3295,Publicações - TDs (todos os anos)/1992,15/03/1992,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0269.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0244 - Dumping e o Mercosul,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3268,Publicações - TDs (todos os anos)/1992,15/02/1992,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0244.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"TD 0241 - Qualidade, Eficiência e Eqüidade no Ensino de 1º grau: elementos para reflexão e debate",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3265,Publicações - TDs (todos os anos)/1992,15/01/1992,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0241.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0239 - Plano de Transporte: Um Mecanismo de Avaliação,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3262,Publicações - TDs (todos os anos)/1991,15/12/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0239.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0243 - Despesas Governamentais com Educação 1986 - 1990,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3267,Publicações - TDs (todos os anos)/1991,15/12/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0243.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0237 - Gestão da Qualidade no Setor Público,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3260,Publicações - TDs (todos os anos)/1991,15/11/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0237.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0242 - Modelos de Fluxo Escolar: Indicadores de Eficiência e Produtividade do Processo de Ensino,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3266,Publicações - TDs (todos os anos)/1991,15/11/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0242.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0238 - Critérios para Geração de Indicadores da Qualidade e Produtividade no Serviço Público,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3261,Publicações - TDs (todos os anos)/1991,15/10/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0238.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Perspectivas da Economia Brasileira 1992,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=5287,Publicações - Livros (todos os anos)/1991,15/10/1991,['https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']
"Governo Brasileiro, o BIRD e o BID",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=5288,Publicações - Livros (todos os anos)/1991,15/10/1991,['https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']
Desafio da Escola Básica: qualidade e eqüidade,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=5289,Publicações - Livros (todos os anos)/1991,15/10/1991,['https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']
A Década Republicana: o Brasil e a economia internacional 1888/1900,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=5299,Publicações - Livros (todos os anos)/1991,06/10/1991,['https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']
TD 0235 - Financiamento da Educação em Período de Crise - Pontos para Discussão,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3258,Publicações - TDs (todos os anos)/1991,15/09/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0235.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"TD 0234 - Gestão da Qualidade Total nas Escolas, um Novo Modelo Gerencial para a Educação",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3257,Publicações - TDs (todos os anos)/1991,15/09/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0234.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0236 - A Esterilização Feminina no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3259,Publicações - TDs (todos os anos)/1991,15/09/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0236.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0232 - Liberalização da Economia e Governabilidade,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2554,Publicações - TDs (todos os anos)/1991,15/09/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0232.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0233 - Atuação do Governo Federal no Transporte Urbano - Porque é Necessária,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2555,Publicações - TDs (todos os anos)/1991,15/09/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0233.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0220 - Análise das Transformações no Uso de Insumos Modernos na Agricultura Brasileira,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2535,Publicações - TDs (todos os anos)/1991,15/08/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0220.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0221 - Condicionalidades do Crescimento da Pecuária Bovina de Corte nos Anos 80,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2537,Publicações - TDs (todos os anos)/1991,15/08/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0221.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0222 - O Processo de Regulamentação da Assistência Social: Avanços e Retrocessos,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2538,Publicações - TDs (todos os anos)/1991,15/08/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0222.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0223 - Geografia do Professor Leigo: Situação Atual e Perspectivas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2540,Publicações - TDs (todos os anos)/1991,15/08/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0223.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0224 - Indexação ou Desindexação de Salário? Mito X Realidade,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2541,Publicações - TDs (todos os anos)/1991,15/08/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0224.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0226 - Modernização Gerencial: A Ante-Sala do Financiamento do Transporte Urbano,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2543,Publicações - TDs (todos os anos)/1991,15/08/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0226.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"TD 0227 - O Desempenho do Governo Brasileiro, dos Órgãos Contratantes, e do Banco Mundial em Relação à Questão Ambiental do Programa POLONOROESTE",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2544,Publicações - TDs (todos os anos)/1991,15/08/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0227.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0228 - Employment Structure in Brazil and its Sensitivity to the Current Economic Policy,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2545,Publicações - TDs (todos os anos)/1991,15/08/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0228.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0229 - Recursos para a Agricultura e a Orientação dos Gastos Públicos,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2551,Publicações - TDs (todos os anos)/1991,15/08/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0229.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"TD 0230 - Privatização no Brasil: Passado, Planos e Perspectivas",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2552,Publicações - TDs (todos os anos)/1991,15/08/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0230.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0231 - Recursos Naturais e Contabilidade Social: A Renda Sustentável da Extração Mineral no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2553,Publicações - TDs (todos os anos)/1991,15/08/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0231.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"TD 0219 - Educação, Desigualdade de Renda e Ciclo Econômico no Brasil",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2533,Publicações - TDs (todos os anos)/1991,15/07/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0219.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0240 - Um Modelo Macroeconômico para o Nível de Atividade: Previsões e Projeções Condicionais,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3263,Publicações - TDs (todos os anos)/1991,15/07/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0240.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0218 - Desafios Modernos para a Educação Básica,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2530,Publicações - TDs (todos os anos)/1991,15/06/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0218.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0215 - Perspectivas Econômicas do Desflorestamento da Amazônia,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2525,Publicações - TDs (todos os anos)/1991,15/05/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0215.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0217 - Modelo Multissetorial de Consistência,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2528,Publicações - TDs (todos os anos)/1991,15/05/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_217.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0216 - Fontes Exógenas de Aceleração Inflacionária no Brasil entre 1980 e 1985,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2527,Publicações - TDs (todos os anos)/1991,15/05/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_216.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0211 - Interpretando Variações nos Índices de Desigualdade de Theil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2516,Publicações - TDs (todos os anos)/1991,15/04/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0211.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0212 - O Custo Financeiro Real da Dívida Mobiliária Federal: Mensurações Diretas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2520,Publicações - TDs (todos os anos)/1991,15/04/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0212.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0213 - Desigualdade de Renda e Crescimento Econômico no Brasil: 1976/85,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2522,Publicações - TDs (todos os anos)/1991,15/04/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0213.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"TD 0214 - Vantagens Comparativas Reveladas, Custo Relativo de Fatores e Intensidade de Recursos Naturais: resultados para o Brasil - 1980/88",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2523,Publicações - TDs (todos os anos)/1991,15/04/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0214.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0210 - Índices Ponderados de Agregados Monetários para o Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2514,Publicações - TDs (todos os anos)/1991,15/02/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0210.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0209 - Mulher Cônjuge no Mercado de Trabalho como Estratégia de Geração de Renda Familiar,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2512,Publicações - TDs (todos os anos)/1991,15/02/1991,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0209.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0201 - Índices de Exportação para o Brasil: 1974/88,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2477,Publicações - TDs (todos os anos)/1990,15/12/1990,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0201.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0203 - Salários no Brasil Urbano: Mercados Nacionais ou Evidência de Segmentação Regional?,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2479,Publicações - TDs (todos os anos)/1990,15/12/1990,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0203.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0206 - Determinação da Taxa de Câmbio: Testes Empíricos para o Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2506,Publicações - TDs (todos os anos)/1990,15/12/1990,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0206.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0207 - A Colonização Oficial da Amazônia nos Anos 80,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2508,Publicações - TDs (todos os anos)/1990,15/12/1990,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0207.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0208 - A Colonização Particular da Amazônia nos Anos 80,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2510,Publicações - TDs (todos os anos)/1990,15/12/1990,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0208.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0200 - Determinantes da Participação de Menores na Força de Trabalho,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2475,Publicações - TDs (todos os anos)/1990,15/11/1990,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0200.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"TD 0202 - Infância e Adolescência no Brasil: As Conseqüências da Pobreza Diferenciadas por Gênero, Faixa Etária e Região de Residência",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2478,Publicações - TDs (todos os anos)/1990,15/11/1990,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0202.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0204 - Crescimento da Agricultura Brasileira e Política Agrícola nos Anos Oitenta,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2480,Publicações - TDs (todos os anos)/1990,15/11/1990,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0204.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0205 - Quem se Beneficia dos Programas Governamentais de Suplementação Alimentar,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2481,Publicações - TDs (todos os anos)/1990,15/11/1990,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0205.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0197 - Agricultura de Grãos no Centro-Oeste,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2472,Publicações - TDs (todos os anos)/1990,15/10/1990,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0197.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0198 - Integração das Américas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2473,Publicações - TDs (todos os anos)/1990,15/10/1990,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0198.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 0199 - Evolução da Distribuição de Renda entre 1983 e 1988,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2474,Publicações - TDs (todos os anos)/1990,15/10/1990,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_0199.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"Tecnologia, Produtividade e Participação",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=5274,Publicações - Livros (todos os anos)/1990,15/10/1990,['https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']
